date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:21	325624/325624	---M--	200	added ('OK')	image/png	etag:%225dc6b566-4f7f8%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/testimonial-img2.png	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/testimonial-img2.png	(from https://dtpainting.wpengine.com/)
14:24:22	1773/1773	---M--	200	added ('OK')	image/png	etag:%225dc6b566-6ed%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/03/footer-logo.png	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/03/footer-logo.png	(from https://dtpainting.wpengine.com/)
14:24:26	506610/506610	---M--	200	added ('OK')	image/png	etag:%225dc6b566-7baf2%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/03/speckle-man.png	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/03/speckle-man.png	(from https://dtpainting.wpengine.com/)
14:24:26	80421/80421	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee859c2-13a25%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/dt-sc-plugin-scripts-v5.4.2-cf31334b9a3ca101de4cfbf994dd5408738ccb1a.js	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/dt-sc-plugin-scripts-v5.4.2-cf31334b9a3ca101de4cfbf994dd5408738ccb1a.js	(from https://dtpainting.wpengine.com/)
14:24:27	9186/9186	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee859c2-23e2%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/dt-sc-script-v5.4.2-7ba423ef3e1d5eda1b7f4ec3c2be34cd8e00539a.js	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/dt-sc-script-v5.4.2-7ba423ef3e1d5eda1b7f4ec3c2be34cd8e00539a.js	(from https://dtpainting.wpengine.com/)
14:24:30	133411/133411	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee859c2-20923%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/painting-plugins-v5.4.2-22532cca83d00a389f9364604af4b1d29a0832d0.js	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/painting-plugins-v5.4.2-22532cca83d00a389f9364604af4b1d29a0832d0.js	(from https://dtpainting.wpengine.com/)
14:24:33	864/864	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dc6b59f-360%22	https://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/themes/painting/framework/js/jquery.cookie.min.js?ver=5.4.2	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/themes/painting/framework/js/jquery.cookie.min7661.js	(from https://dtpainting.wpengine.com/)
14:24:33	422726/422726	---M--	200	added ('OK')	image/png	etag:%225dc6b566-67346%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/testimonial-img3.png	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/testimonial-img3.png	(from https://dtpainting.wpengine.com/)
14:24:34	10256/10256	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee859c2-2810%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/painting-custom-v5.4.2-d1266daebfe05ff4dc1f01a595d863af6d46f44d.js	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/painting-custom-v5.4.2-d1266daebfe05ff4dc1f01a595d863af6d46f44d.js	(from https://dtpainting.wpengine.com/)
14:24:34	6682/6682	---M--	200	added ('OK')	image/png	etag:%225dc6b5b0-1a1a%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/themes/painting/images/prettyPhoto/default/sprite.png	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/themes/painting/images/prettyPhoto/default/sprite.png	(from http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/css/head-33b48127fac65391232ffca1b28d6cb3f422f544.css)
14:24:35	6331/6331	---M--	200	added ('OK')	image/gif	etag:%225dc6b5b0-18bb%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/themes/painting/images/prettyPhoto/default/loader.gif	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/themes/painting/images/prettyPhoto/default/loader.gif	(from http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/css/head-33b48127fac65391232ffca1b28d6cb3f422f544.css)
14:24:36	23702/23702	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e96ab25-5c96%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/layerslider-transitions-v6.4.0-386804e789461da7b84d5e6e180ae87e67276dc8.js	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/layerslider-transitions-v6.4.0-386804e789461da7b84d5e6e180ae87e67276dc8.js	(from https://dtpainting.wpengine.com/)
14:24:39	111549/111549	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e96ab25-1b3bd%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/layerslider-v6.4.0-f924a12ff393a1f95d62098efaf1ea3d5824eb80.js	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/layerslider-v6.4.0-f924a12ff393a1f95d62098efaf1ea3d5824eb80.js	(from https://dtpainting.wpengine.com/)
14:24:41	10844/10844	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e96ab02-2a5c%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/contact-form-7-v5.1.7-86f7e7b926e1a88209d171b56dadbccc2c96f578.js	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/contact-form-7-v5.1.7-86f7e7b926e1a88209d171b56dadbccc2c96f578.js	(from https://dtpainting.wpengine.com/)
14:24:41	816/816	---M--	200	added ('OK')	image/png	etag:%225dc6b566-330%22	https://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/cropped-favicon-32x32.png	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/cropped-favicon-32x32.png	(from https://dtpainting.wpengine.com/)
14:24:42	3110/3110	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee859c2-c26%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/painting-picker-v5.4.2-50372f8569d2820e75eb93ed9f79b7c654c6d4ca.js	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/cache/asset-cleanup/js/item/painting-picker-v5.4.2-50372f8569d2820e75eb93ed9f79b7c654c6d4ca.js	(from https://dtpainting.wpengine.com/)
14:24:46	251322/251322	UR-M--	200	added ('Partial%20Content')	image/png	etag:%225dc6b566-3d5ba%22	http://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/testimonial-img4.png	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/testimonial-img4.png	(from https://dtpainting.wpengine.com/)
14:24:46	95762/95762	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b587-17612%22	https://3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/03/gallery2.jpg	C:/xampp/htdocs/testpaintwebite/3put9a43ycne3koyi63vujgg-wpengine.netdna-ssl.com/wp-content/uploads/2016/03/gallery2.jpg	(from https://dtpainting.wpengine.com/)
